Object Label,Area (pixels),Centroid Y,Centroid X
9,29915.716049194336,92.71489677601811,473.6738899886878
10,53179.95536804199,205.84085660094962,856.9192525547069
11,842.4120788574219,99.17801339285715,285.0209263392857
12,17761.21371459961,176.6309795673077,655.765594951923
14,54757.49478149414,254.93407809983896,427.44817771235915
16,134298.80462646484,464.5902394153226,704.1292111895161
17,14865.970275878906,352.5699990354938,222.7242717978395
18,103851.68313598633,446.1740294949707,1099.714724237741
19,87393.70153808594,542.1236868930529,352.396390998506
20,12310.677291870117,469.17320634363296,120.14255617977527
25,52196.32179260254,664.4452029789719,1222.5255914135514
26,12443.763092041016,649.2671816259398,1449.3015301926694
27,4913.681838989258,646.7081915222772,962.7710009282179
28,44744.09991455078,741.8695652173913,608.4558848505435
29,39086.69883728027,748.9646704351535,823.3547710466439
30,26744.79669189453,774.3262898489933,1014.9805605075503
32,49954.72200012207,867.7288759101942,470.78121207524265
33,39006.12756347656,824.2647021932339,1271.3682939721905
35,271469.2819824219,1191.687833761867,632.5663568037975
36,31758.05844116211,934.8242517605635,1010.7005886883803
37,85619.25799560547,1057.6691302825866,1434.2438204079685
38,27152.64599609375,999.9743331106084,327.71156070106906
39,47827.19937133789,1015.8657578558225,1214.5438857439926
41,36006.767486572266,1160.9297405478394,1005.9799720293211
43,14772.270370483398,1213.450969827586,312.3934536637931
44,39313.02833557129,1262.44145018982,1185.0783666690102
45,71062.46952819824,1404.9780846650276,1431.2781552512292
