Object Label,Area (pixels),Centroid Y,Centroid X
10,196222.40328979492,271.2807615044976,1038.3157480665864
11,66691.09141540527,209.88885060072417,324.90527536619487
13,58539.95999145508,251.57456825657897,643.505783012218
14,13787.724380493164,254.33188657407408,1533.134982638889
15,38575.18910217285,322.7113574783237,1382.7764992774567
17,15763.152572631836,374.3341039540816,1558.227894952624
18,31790.195709228516,450.14495798319325,239.76652770483193
19,5098.3697509765625,384.6178260216346,488.86703725961536
20,152994.7617034912,555.3560358041536,724.9325183406578
23,39245.129486083984,539.7429810948081,380.1136868651242
26,41476.76875305176,570.363733420418,1193.1761454983923
27,37807.46829223633,672.8500321691176,189.27461397058823
28,9732.751358032227,701.0448190789474,1038.1560444078948
29,54032.32797241211,781.1104810249591,441.71284267594103
30,23363.84457397461,767.959482082529,1168.0033557553088
31,22917.06558227539,775.9522758152174,700.4650985054349
32,109036.04795837402,915.7494524093987,859.9311124800877
35,64469.868881225586,946.823396381579,208.46763392857142
36,16220.34829711914,847.0394915101157,1392.6739410223988
37,184574.4430999756,1129.45222124036,1064.6058001285348
38,11925.4609375,916.3936920166016,1325.4848937988281
39,108437.63073730469,1035.7101493418409,495.17999208701764
40,7229.516693115234,938.1189583333334,1506.3626302083333
41,47749.33999633789,1074.4941550658502,1449.1594161564233
45,167627.58471679688,1403.4946690940071,1367.1199092158563
46,9185.480041503906,1211.0906608737243,712.2874880420918
47,101788.89125061035,1350.7535452102054,483.77813268881044
48,61920.45590209961,1430.633895420792,772.4725567980905
