Object Label,Area (pixels),Centroid Y,Centroid X
7,45087.67468261719,156.9576540969488,1482.942659633366
10,19419.32440185547,192.05615690712617,1003.5915778329439
11,36023.064224243164,296.6644294653894,242.56066517305314
12,31742.2179107666,279.9992464539007,1304.3470024379433
13,13942.986923217773,301.52306363448844,1127.2264464727723
14,109706.44454956055,461.2664523332344,946.8472634600159
16,101759.46588134766,513.611234642094,489.1193593082265
18,47529.80291748047,454.30119089419475,1258.49570605103
19,60437.52880859375,623.2993788608285,1354.2400981104652
20,189357.75103759766,816.9926050094006,838.4743164952711
23,23082.288650512695,696.4513445481335,1159.0951160363459
24,18143.261962890625,732.68916015625,299.53150390625
25,8638.208724975586,721.7592426571039,167.77348019125682
26,72802.0639038086,854.3698395143073,493.35561699924705
27,22230.82846069336,863.0749099794239,1142.4181134259259
28,85263.01080322266,917.7468166858383,1356.216637110174
30,18049.562057495117,876.9363825158229,221.73495846518986
31,3398.1612701416016,881.9071514423077,312.13623798076924
32,48717.58924865723,1060.026619061086,404.140653280543
35,303037.2033691406,1258.9398960104875,840.1882839073129
36,45469.7229309082,1272.9109824256823,331.57267300194934
37,22910.729370117188,1425.9542875744048,363.820072234623
