Object Label,Area (pixels),Centroid Y,Centroid X
5,187680.6317138672,318.06767506186696,803.4968607921846
6,24070.00274658203,348.92805744830827,1248.1282233905076
9,74660.70303344727,572.0602721094666,1202.7508746702813
10,70130.4380645752,652.6918416366625,510.3315567274578
11,271028.83920288086,815.8607511638272,872.5494094195722
13,74858.51957702637,948.5966013107792,1297.5460214374634
14,22596.579971313477,964.8087273641851,490.3286830357143
15,76399.38499450684,1174.0935849157624,541.7214605047116
17,9321.733947753906,1131.9071468431123,728.3757772640306
19,9072.315292358398,1130.7953206806283,824.65714986911
20,33811.34600830078,1150.2967406580688,1011.742755869709
21,21252.618682861328,1263.0288777494634,347.93060119366953
22,106953.79122924805,1361.6404012870635,853.8678269064785
23,21378.455856323242,1309.0073273026317,1113.4983388157893
25,32285.86491394043,1466.4323294865146,646.0640992392808
27,6776.4014892578125,1470.5021541819851,1047.9528377757351
