Object Label,Area (pixels),Centroid Y,Centroid X
7,30274.67514038086,116.18616910951327,1311.4271006176255
8,86895.7766418457,278.2250794624874,1510.3091779172962
10,186549.41508483887,400.9071681626645,283.3660582861925
11,121076.47312927246,348.821251623522,1191.2865628359011
12,10756.227035522461,225.99441964285714,938.1324404761905
13,17929.604888916016,340.5194915926396,810.4423183692894
14,21985.034118652344,419.3528837316176,984.664833902311
16,42302.42788696289,544.9544147995283,939.7466055752096
17,205455.40492248535,719.3053624318516,672.1187282121514
19,34546.47334289551,694.489509217335,1165.834183982859
20,22000.41844177246,733.5754700333675,133.7225439553388
21,14140.803466796875,714.9915193256579,285.5697471217105
22,61159.98371887207,833.7324626529877,969.2156227501799
24,74356.51416015625,942.9813946418043,464.18755527712267
28,80644.92593383789,981.4875654560811,1161.9424493243243
29,16077.301971435547,1080.4656696428572,933.8861272321429
30,53549.3311920166,1135.4812069895236,1325.6139713434675
31,48889.604736328125,1145.9339051177535,755.8788885586504
33,7096.887100219727,1174.5131465517243,1057.366109913793
34,12372.239929199219,1229.0208867770523,935.789310284515
35,56062.52638244629,1333.0130504958759,1079.65407747447
36,48831.210205078125,1360.2411295572917,1373.958202417346
40,21226.817626953125,1493.2555563038793,378.0961998248922
