Object Label,Area (pixels),Centroid Y,Centroid X
2,72445.81671142578,233.98658822639226,485.81202235926156
3,539798.3879089355,771.1828986118255,1094.5506628694216
5,71963.27613830566,607.549845749543,661.6030407335467
6,86050.19645690918,588.382757007864,429.85274765347543
8,4991.541213989258,635.3376392326733,236.53318378712873
9,51476.57878112793,813.1129576750641,269.05035092869343
10,21851.492111206055,864.0966695781574,502.40521480331256
11,9661.68440246582,843.4765625,655.6012576219513
13,28798.084259033203,957.5470149435359,136.50656517718068
14,55641.54844665527,1060.3742051415281,734.7220778899446
15,37402.78709411621,1026.0223061308104,543.9097558477355
16,4466.902847290039,961.8694698033707,274.47616748595505
17,13292.05517578125,1003.0252007378472,395.4697536892361
18,14422.359390258789,1070.9602635782746,247.73625948482425
19,31213.95523071289,1121.4315566797995,1457.3813742388968
21,113806.2272644043,1335.9846208166475,930.2913493397216
22,51933.318298339844,1289.084020789195,565.019326006356
23,57312.33155822754,1371.538134578544,1396.49688697318
24,38296.34507751465,1448.352784617613,717.0565749927578
25,11698.675231933594,1412.256804935516,1564.293712797619
26,32936.79666137695,1501.764566395664,1230.461218030149
29,44725.09127807617,1521.1665747701293,191.82351981858847
31,1257.0538024902344,1578.126953125,1366.078125
