Object Label,Area (pixels),Centroid Y,Centroid X
7,115988.97631835938,288.70908963323353,281.023681640625
8,24600.977325439453,322.9880666208791,1106.584685496795
9,65194.57948303223,438.1964667981867,1260.025090245131
10,58300.501861572266,439.0583603205371,588.4802382753404
11,50728.7790222168,512.4388111413043,828.3955400815217
14,24089.46759033203,504.75657160479324,1008.7813821663533
15,40852.09426879883,578.330180696116,386.5922413498359
16,17780.67855834961,602.1624098557692,187.2118689903846
17,23749.060928344727,636.3421697778828,1108.8583042887524
19,95043.2837524414,764.0040460149082,686.8024279673165
20,56638.766860961914,771.2094919753685,966.6381339701319
21,61791.906829833984,775.4888428782189,334.49920924982115
22,70220.51365661621,916.2850104037025,1222.2274570239576
23,77377.59477233887,964.8048573369565,443.4013004658385
26,54650.666244506836,1047.3363694259483,715.7846738801452
27,202093.46144104004,1200.1289702868853,988.4897175058549
28,29879.954467773438,1048.3166827466114,223.4646143166416
30,83873.7836151123,1259.8838586355953,1415.5317537701508
31,109013.41500854492,1296.6041661479082,444.94616533864547
32,28759.610778808594,1235.3646693199685,204.45227127555032
