Object Label,Area (pixels),Centroid Y,Centroid X
2,164253.42501831055,245.3579524927746,620.4457302203757
4,97199.77554321289,390.71128546049687,1041.6160089805282
5,47995.5905456543,396.61560845418967,1327.110418105433
7,152776.56790161133,619.926114683437,754.6468939902487
8,39663.39552307129,581.8433721175478,455.3036417322835
10,60800.568420410156,616.4713485054348,1292.6536911231883
11,43128.08702087402,707.1294911858975,1508.5486818910256
13,48131.388244628906,735.4098414606227,1043.0387441334708
14,17074.520385742188,718.8359894448139,302.2917844082447
15,51301.85139465332,861.9166476663091,457.8164666040772
16,137287.74797058105,959.6845238095237,1229.5221354166667
18,4392.211578369141,788.0378038194444,216.42022569444444
19,13356.785919189453,880.101791487069,300.74302262931036
20,41168.95556640625,915.6377163591055,670.4953487001617
21,28921.209533691406,914.9282560170808,899.7452748932453
23,39015.17567443848,987.3970984676504,188.4547433669126
25,16190.466720581055,1048.8352332746479,352.61523987676054
26,194461.54458618164,1311.3398134085107,438.02234087189305
27,25705.48048400879,1098.013318321617,761.386691289543
28,86516.4402923584,1195.8887201367877,982.6196025592536
30,53287.24011230469,1275.18896484375,1265.84326171875
33,56738.802978515625,1452.8943865740741,1430.4407280815972
36,8405.086807250977,1567.451447740113,192.81558968926555
