Object Label,Area (pixels),Centroid Y,Centroid X
4,55670.51760864258,168.84906324052133,866.1137965294233
5,27493.052658081055,117.39435224018004,609.8984375
7,65897.56954956055,281.2769276381492,1359.1610092792941
8,32273.192489624023,313.38669158553546,682.5960644123783
9,52743.13690185547,360.34373366952343,989.3326910012541
10,3550.2557067871094,322.18950892857146,1189.209263392857
11,95988.90005493164,525.9839226413487,408.8000237710037
12,39711.3733215332,479.80045065423167,1217.3402874443207
14,15203.20883178711,428.0076327645706,688.2155746740798
15,187634.4533996582,673.9750579567639,783.9927033690284
16,16731.401824951172,524.5403112192622,1423.1140817110656
17,7336.345230102539,506.6796364379085,1558.6717473447713
18,22143.008560180664,607.4039653629857,1100.5531457694274
20,28542.329391479492,667.5981606791339,1459.1071665846455
21,3297.6689453125,612.1287841796875,1223.1423950195312
22,10001.634857177734,647.7063193633177,1328.2178738317757
23,11112.474227905273,708.7429229864017,1198.8389121338912
24,135400.13967895508,989.369369594811,577.2990846212364
25,130717.7802734375,882.177607110206,1162.7440029712434
26,65577.99635314941,966.2763757596219,334.55610915344363
27,39831.330490112305,899.5688004032259,1478.8012679018354
30,23684.330184936523,1049.1932444852941,897.6481706593928
31,34287.550369262695,1104.4496527777778,1149.5622906454248
33,70240.4347076416,1254.2119183322923,179.19571020065584
34,138470.1105041504,1344.2382090932215,773.3121184251722
35,9836.41178894043,1182.0971934241707,1016.2616446978674
36,88423.96963500977,1368.089008899926,1107.0910102264313
37,73955.00106811523,1368.2884647464414,464.03910420373666
38,35531.01933288574,1451.5958235062892,277.87798742138364
39,12394.87287902832,1567.2696619423791,857.972685292751
