Object Label,Area (pixels),Centroid Y,Centroid X
7,4929.978576660156,59.1082421875,515.948125
9,17783.84666442871,173.3250579443734,420.8256074168798
10,35307.40173339844,226.59011501736111,571.3947482638889
11,63449.10510253906,294.2892594311119,1314.4639454204075
12,154626.1589202881,407.75081730769233,903.8838221153846
14,18324.781768798828,281.0135941386816,332.7423041044776
15,12278.540023803711,356.9048092918251,1134.8571322480989
16,69022.76679992676,500.14212740384613,619.2204436188812
17,69689.99528503418,449.5311835420605,372.19512297180216
18,58549.46430969238,564.7287075675168,1197.3629002953865
21,68980.21279907227,746.9541275546578,726.1899828699303
22,23062.823806762695,674.2841125368369,358.99698397593323
23,35339.539001464844,767.1658978486181,1102.249759539887
24,17272.33692932129,696.2769085709549,524.4665326591512
26,35527.39501953125,845.7231298828125,928.0269775390625
27,13395.715606689453,823.6089978448276,314.4355334051724
28,50310.96919250488,894.5923908578002,482.2538720146801
29,130658.92953491211,981.6786752965329,1333.4515853102191
31,53040.98956298828,1008.7445104858805,741.6795252803156
32,62114.64813232422,1071.8869085607394,291.2918436399648
33,84061.63963317871,1093.0413815192007,993.4107420861443
35,55006.45722961426,1151.7916095121707,551.3899859088189
37,31906.984771728516,1257.4816121761205,1456.9008447128851
38,38636.29553222656,1281.636445491686,733.5254936568234
41,35206.909408569336,1384.7271797961441,888.3859681178888
42,5227.831237792969,1420.8735170717591,1542.4687138310187
43,25135.576217651367,1536.2028786599099,727.0031461148649
