Object Label,Area (pixels),Centroid Y,Centroid X
8,206897.1466369629,485.5952036399666,1195.1592713548187
11,77297.02349853516,836.9367869543651,888.1184386515023
12,297570.37020874023,1007.290224685427,1267.7122799565545
15,24967.18504333496,1164.0400479242287,866.92151344147
16,84155.33953857422,1382.5412380305384,920.9430136354814
17,10558.86669921875,1338.6424909319196,1115.897478376116
18,9972.66569519043,1337.047189721564,1217.2446127073458
19,37736.40133666992,1357.7073636968084,1412.7657219636524
22,23519.56332397461,1476.9106765805984,717.5813600989383
24,23519.10711669922,1524.6346538048665,1519.6322384899809
