Object Label,Area (pixels),Centroid Y,Centroid X
10,53662.9521484375,200.76855147512336,1213.543367084704
11,139943.07707214355,391.15611355293663,658.7260130892581
13,57052.952377319336,378.29219229662317,1378.219490478703
14,87996.65548706055,523.8948842477656,1202.9672914597816
15,109563.85443115234,557.1464487792194,925.8242651792789
16,8362.989013671875,492.3720703125,141.19384765625
19,44226.253967285156,635.9101915474398,368.7701940574799
20,159904.67985534668,886.3072874425521,713.8740654146391
21,42817.105728149414,799.8731698271414,1106.8981029089268
22,6876.437606811523,723.8743990384615,1391.3052884615383
25,16783.46014404297,796.2404490041208,923.3501566792582
26,52040.14683532715,902.5731224904904,1267.6335521449705
28,50220.43739318848,1054.1545356475374,1047.455114198549
30,9353.871215820312,1064.95404296875,590.53091796875
31,72183.72563171387,1178.7860406839623,1338.406447333384
34,86193.24278259277,1368.4995730331723,1070.3223122934673
