Object Label,Area (pixels),Centroid Y,Centroid X
7,50093.68780517578,161.2224061129386,217.68183593749998
8,9998.466751098633,133.51237896126761,1358.244003080986
9,31576.538635253906,224.4413786634887,872.1148095427259
12,269073.3320617676,560.1093288091243,1379.6472646262782
13,176271.21723937988,522.6092153075276,269.02304161566707
14,68125.58450317383,468.8847882480695,908.9647809081404
15,78187.41337585449,443.70113143536656,655.5451481183549
17,59246.1181640625,599.6880841936385,1041.7070719401042
19,141268.0297241211,783.5554939129602,533.6233176763803
21,93890.34658813477,865.7457655089369,986.8603488422701
22,35631.05545043945,856.242781717581,171.664388832606
23,55881.006576538086,973.0635172846183,703.838131884343
25,71613.36515808105,1075.4633720374618,1254.2105600152906
26,9402.305221557617,986.7940655788177,288.00937115147786
28,74501.81617736816,1157.5017641129032,928.2694556451612
29,16725.06561279297,1130.2265088427198,654.5142835679944
30,54983.824279785156,1284.02153117512,1467.196282822484
32,3582.8491821289062,1244.5095932904412,630.2220243566176
33,20824.84832763672,1284.9053668478261,728.521144701087
34,39170.89442443848,1280.6438439982974,1199.0063892238932
35,40489.05465698242,1388.1000386332416,295.38078640109893
36,44439.911041259766,1389.366357129491,998.7420393587824
40,2189.9976806640625,1465.54052734375,1506.9033203125
42,10066.365600585938,1561.002369068287,424.0211950231481
