Object Label,Area (pixels),Centroid Y,Centroid X
9,203939.4281463623,541.2601163549799,678.3354973359359
11,11951.261993408203,358.6661518895349,1361.6337209302326
12,19840.302337646484,478.71072345890417,1228.3442226740867
13,24041.489791870117,559.9399124641492,1410.7359509440726
14,46735.82484436035,691.8152901785714,1363.6378348214284
15,49702.13523864746,702.0815425354925,407.36273707852706
17,224279.91107177734,873.7394399342863,1084.0496323088546
20,16711.936981201172,819.9521110826503,313.3875298838798
22,24309.460876464844,888.7503472222223,522.0423032407407
23,15653.15592956543,869.6019427544248,681.3460891408555
24,66853.14637756348,993.4279513888889,1394.5069649901382
25,81293.1457824707,1107.900214023816,867.6487276305166
29,17984.831314086914,1251.0165692589057,1357.140416269084
30,53552.955505371094,1319.8084841687294,1171.0062848081682
32,7913.041915893555,1349.1246405291413,1487.9658981978528
33,13525.17709350586,1406.3680644132653,1359.824577487245
34,10474.671112060547,1407.3140484234234,267.4224028716216
