Object Label,Area (pixels),Centroid Y,Centroid X
6,55398.46600341797,168.59747333829364,1253.0415922619047
8,676637.5067138672,659.4615607172686,570.2395136492215
11,30640.426651000977,307.2752063679245,1101.548184642598
12,16615.068969726562,531.9849934895833,1085.7057291666667
14,112400.70333862305,912.0669642857143,1060.631069015444
17,54731.23751831055,1075.0915398023676,1314.8663379063003
18,107215.88230895996,1143.2845207532375,264.8064248406515
19,28762.322677612305,1182.158789366252,870.5295672142302
20,123877.56045532227,1295.3973837145732,1132.8180368155179
22,142873.62588500977,1347.1897437897005,629.1297345262401
25,49796.29135131836,1422.5585451820605,267.4255175954707
27,29225.398406982422,1496.0746368501527,1355.425763331422
28,17058.67985534668,1527.5792516004042,1550.1046053739892
