Object Label,Area (pixels),Centroid Y,Centroid X
7,315254.611618042,366.00875308038746,717.4521748597892
8,14299.234115600586,212.50685791800646,132.4569056471061
9,372265.897064209,591.4545241330227,1216.5355696097884
14,45533.997467041016,607.3633643617021,402.5369847074468
15,26556.940673828125,661.5745288745777,169.01315060177365
16,166487.77618408203,877.5837425113342,647.3522931509067
18,58170.58416748047,864.4311626699396,270.44469587896526
21,77212.37170410156,1072.456375053026,1076.6693540547228
23,187084.47018432617,1373.5275222081218,969.9696026332487
24,20669.12957763672,1261.2513502038043,1245.1434867527173
