Object Label,Area (pixels),Centroid Y,Centroid X
7,100545.4222869873,251.32457263220633,967.0379619094061
8,394020.9520263672,516.8760168637326,714.8749949093179
11,22117.20750427246,409.9474621406571,1509.4779822253595
12,66849.97827148438,485.45149568256574,1303.3804507606908
14,17281.841247558594,581.5890419407895,1512.6915501644737
15,13033.132202148438,583.2501395089286,302.02949218749995
17,223097.548538208,871.3627926864522,1263.2642330832048
18,137819.17875671387,927.644612348616,450.41611699826984
20,29054.295333862305,886.5635935069984,866.7153054529549
22,213003.12619018555,1201.3331476590863,812.84501767976
23,231971.13487243652,1332.5781510851418,1263.5515522108606
24,104942.60145568848,1332.3364756800786,232.21174719435248
26,19720.801376342773,1316.1124746229698,459.71956569025525
