Object Label,Area (pixels),Centroid Y,Centroid X
8,195607.6893310547,442.65926924878744,701.5582837301587
9,117572.39573669434,596.6729700756179,298.13305312845813
10,149603.3928527832,742.9157083664691,1082.8956416732938
12,155545.51795959473,859.4008695501249,618.1380682015412
13,35867.801681518555,820.4403360445206,226.8878424657534
14,114949.20390319824,1039.8431340767634,1386.514620072614
15,8372.94953918457,981.9807397037572,191.79809429190752
16,45035.61636352539,1041.522105998281,332.1388138506876
17,82850.76414489746,1035.2146891490765,1004.2044710587072
18,93696.15435791016,1189.7900845263036,717.7404380528399
19,178388.77934265137,1375.119023126057,1085.8739845071275
20,176540.1007385254,1384.8768346959048,509.2285500076406
22,5176.2291259765625,1299.4654822716348,1444.0792893629807
